"[Account_Value]","[Account_Name]","[Account_Description]","[Account_Type]","[Account_Sign]","[Account_Document]","[Account_Summary]","[Default_Account]","[Account_Parent]","[Balance Sheet]","[Balance Sheet_Name]","[US 1120 Balance Sheet]","US 1120 Balance Sheet_Name","[Profit & Loss]","[Profit & Loss_Name]","[US 1120 Income Statement]","[US 1120 Income Statement_Name]","[Cash Flow]","[Cash Flow_Name]","[tri]"
8034,"8034 - Debitori scoşi din activ, urmăriţi în continuare","8034 - Debitori scoşi din activ, urmăriţi în continuare","Memo",,,"No",,803,8034,"8034 - Debitori scoşi din activ, urmăriţi în continuare",,,,,,,,,803400003
8035,"8035 - Debitori din amenzi şi penalităţi pretinse","8035 - Debitori din amenzi şi penalităţi pretinse","Memo",,,"No",,803,8035,"8035 - Debitori din amenzi şi penalităţi pretinse",,,,,,,,,803500003
8036,"8036 - Redevenţe, locaţii de gestiune, chirii şi alte datorii asimilate","8036 - Redevenţe, locaţii de gestiune, chirii şi alte datorii asimilate","Memo",,,"No",,803,8036,"8036 - Redevenţe, locaţii de gestiune, chirii şi alte datorii asimilate",,,,,,,,,803600003
8037,"8037 - Efecte scontate neajunse la scadenţă","8037 - Efecte scontate neajunse la scadenţă","Memo",,,"No",,803,8037,"8037 - Efecte scontate neajunse la scadenţă",,,,,,,,,803700003
8038,"8038 - Alte valori în afara bilanţului","8038 - Alte valori în afara bilanţului","Memo",,,"No",,803,8038,"8038 - Alte valori în afara bilanţului",,,,,,,,,803800003
804,"804 - AMORTIZAREA AFERENTA GRADULUI DE NEUTILIZARE A MIJLOAC","804 - Amortizarea aferentă gradului de neutilizare a mijloacelor fixe","Memo",,,"Yes",,80,804,"804 - AMORTIZAREA AFERENTA GRADULUI DE NEUTILIZARE A MIJLOAC",,,,,,,,,804000002
8045,"8045 - Amortizarea aferentă gradului de neutilizare a mijloacelor fixe","8045 - Amortizarea aferentă gradului de neutilizare a mijloacelor fixe","Memo",,,"No",,804,8045,"8045 - AMORTIZAREA AFERENTA GRADULUI DE NEUTILIZARE A MIJLOA",,,,,,,,,804500003
805,"805 - DOBÂNZI AFERENTE CONTRACTELOR DE LEASING ŞI ALTOR CONTRACTE ASIMILATE, NEAJUNSE LA SCADENŢĂ","805 - Dobânzi aferente contractelor de leasing şi altor contracte asimilate, neajunse la scadenţă","Memo",,,"Yes",,80,805,"805 - DOBÂNZI AFERENTE CONTRACTELOR DE LEASING ŞI ALTOR CONTRACTE ASIMILATE, NEAJUNSE LA SCADENŢĂ",,,,,,,,,805000002
8051,"8051 - Dobânzi de plătit","8051 - Dobânzi de plătit","Memo",,,"No",,805,8051,"8051 - Dobânzi de plătit",,,,,,,,,805100003
8052,"8052 - Dobânzi de încasat","8052 - Dobânzi de încasat","Memo",,,"No",,805,8052,"8052 - Dobânzi de încasat",,,,,,,,,805200003
88,"88 - CONTURI IMPLICITE NEUTILIZATE","88 - CONTURI IMPLICITE NEUTILIZATE","Memo",,,"Yes",,8,88,"88 - CONTURI X-ERP NEUTILIZATE",,,,,,,,,880000001
881,"881 - CONTURI IMPLICITE DE STOCURI","881 - CONTURI IMPLICITE DE STOCURI","Memo",,,"Yes",,88,881,"881 - CONTURI X-ERP DE STOCURI",,,,,,,,,881000002
8811,"8811 - Ajustare stoc real","8811 - Ajustare stoc real","Memo",,"Yes","No","W_INVACTUALADJUST_ACCT",881,8811,"8811 - Ajustare stoc real",,,,,,,,,881100003
8812,"8812 - Reevaluare stoc","8812 - Reevaluare stoc","Memo",,"Yes","No","W_REVALUATION_ACCT",881,8812,"8812 - Reevaluare stoc",,,,,,,,,881200003
882,"882 - CONTURI IMPLICITE DIVERSE","882 - CONTURI IMPLICITE DIVERSE","Memo",,,"Yes",,88,882,"882 - Conturi X-ERP diverse",,,,,,,,,882000002
8821,"8821 - Suspense error","8821 - Suspense error","Memo",,"Yes","No","SUSPENSEERROR_ACCT",882,8821,"8821 - Suspense error",,,,,,,,,882100003
8822,"8822 - Suspense Balancing","8822 - Suspense Balancing","Memo",,"Yes","No","SUSPENSEBALANCING_ACCT",882,8822,"8822 - Suspense Balancing",,,,,,,,,882200003
8823,"8823 - Currency Balancing","8823 - Currency Balancing","Memo",,"Yes","No","CURRENCYBALANCING_ACCT",882,8823,"8823 - Currency Balancing",,,,,,,,,882300003
8824,"8824 - PPV Offset","8824 - PPV Offset","Memo",,"Yes","No","PPVOFFSET_ACCT",882,8824,"8824 - PPV Offset",,,,,,,,,882400003
8825,"8825 - Default","8825 - Default","Memo",,"Yes","No","DEFAULT_ACCT",882,8825,"8825 - Default",,,,,,,,,882500003
8826,"8826 - Retained Earning","8826 - Retained Earning","Memo",,"Yes","No","RETAINEDEARNING_ACCT",882,8826,"8826 - Retained Earning",,,,,,,,,882600003
8827,"8827 - INTERCOMPANYDUETO_ACCT","8827 - INTERCOMPANYDUETO_ACCT","Memo",,"Yes","No","INTERCOMPANYDUETO_ACCT",882,,,,,,,,,,,882700003
8828,"8828 - INTERCOMPANYDUEFROM_ACCT","8828 - INTERCOMPANYDUEFROM_ACCT","Memo",,"Yes","No","INTERCOMPANYDUEFROM_ACCT",882,,,,,,,,,,,882800003
89,"89 - BILANŢ","89 - BILANT","Memo",,,"Yes",,8,89,"89 - BILANT",,,,,,,,,890000001
891,"891 - Bilanţ de deschidere","891 - Bilanţ de deschidere","Memo",,"Yes","No",,89,891,"891 - BILANT DE DESCHIDERE",,,,,,,,,891000002
892,"892 - Bilanţ de închidere","892 - Bilanţ de închidere","Memo",,"Yes","No",,89,892,"892 - BILANT DE ÎNCHIDERE",,,,,,,,,892000002
9,"9 - CONTURI DE GESTIUNE","9 - CONTURI DE GESTIUNE","Asset",,"Yes","Yes",,,9,"9 - CONTURI DE GESTIUNE",,,,,,,,,900000000
90,"90 - DECONTARI INTERNE","90 - DECONTARI INTERNE","Asset",,"Yes","Yes",,9,90,"90 - DECONTARI INTERNE",,,,,,,,,900000001
901,"901 - DECONTARI INTERNE PRIVIND CHELTUIELILE","901 - Decontări interne privind cheltuielile","Asset",,"Yes","No",,90,901,"901 - DECONTARI INTERNE PRIVIND CHELTUIELILE",,,,,,,,,901000002
902,"902 - DECONTARI INTERNE PRIVIND PRODUCTIA OBTINUTA","902 - Decontări interne privind producţia obţinută","Asset",,"Yes","No",,90,902,"902 - DECONTARI INTERNE PRIVIND PRODUCTIA OBTINUTA",,,,,,,,,902000002
903,"903 - DECONTARI INTERNE PRIVIND DIFERENTELE DE PRET","903 - Decontări interne privind diferenţele de preţ","Asset",,"Yes","Yes",,90,903,"903 - DECONTARI INTERNE PRIVIND DIFERENTELE DE PRET",,,,,,,,,903000002
9031,"9031 - Abatere de metodă","9031 - Abatere de metodă","Asset",,"No","No","P_METHODCHANGEVARIANCE_ACCT ",903,9031,"9031 - Abatere de metodă",,,,,,,,,903100003
9032,"9032 - Abatere de tarif","9032 - Abatere de tarif","Asset",,"No","No","P_RATEVARIANCE_ACCT ",903,9032,"9032 - Abatere de tarif",,,,,,,,,903200003
9033,"9033 - Abatere de utilizare","9033 - Abatere de utilizare","Asset",,"No","No","P_USAGEVARIANCE_ACCT ",903,9033,"9033 - Abatere de utilizare",,,,,,,,,903300003
9034,"9034 - Abatere mixta","9034 - Abatere mixta","Asset",,"No","No","P_MIXVARIANCE_ACCT ",903,9034,"9034 - Abatere mixta",,,,,,,,,903400003
92,"92 - CONTURI DE CALCULATIE","92 - CONTURI DE CALCULATIE","Asset",,"Yes","Yes",,9,92,"92 - CONTURI DE CALCULATIE",,,,,,,,,920000001
921,"921 - Cheltuielile activităţii de bază","921 - Cheltuielile activităţii de bază","Asset",,,"Yes",,92,921,"921 - CHELTUIELILE ACTIVITATII DE BAZA",,,,,,,,,921000002
9211,"9211 - Cheltuieli cu productia in curs de executie","9211- Cheltuieli cu productia in curs de executie","Asset",,,"No","P_WIP_ACCT ",921,9211,"9211- Cheltuieli cu productia in curs de executie",,,,,,,,,921100003
9212,"9212 - Stocuri in sectie","9212 - Stocuri in sectie","Asset",,,"No","P_FLOORSTOCK_ACCT ",921,9212,"9212 - Stocuri in sectie",,,,,,,,,921200003
9213,"9213 - Cheltuieli cu rebuturi","9213 - Cheltuieli cu rebuturi","Asset",,,"No","P_SCRAP_ACCT ",921,9213,"9213 - Cheltuieli cu rebuturi",,,,,,,,,921300003
9214,"9214 - Cheltuieli cu colaborarile","9214 - Cheltuieli cu colaborarile","Asset",,,"No","P_OUTSIDEPROCESSING_ACCT ",921,9214,"9214 - Cheltuieli cu colaborarile",,,,,,,,,921400003
922,"922 - Cheltuielile activităţilor auxiliare","922 - Cheltuielile activităţilor auxiliare","Asset",,,"No","P_LABOR_ACCT ",92,922,"922 - CHELTUIELILE ACTIVITATILOR AUXILIARE",,,,,,,,,922000002
923,"923 - Cheltuieli comune ale secţiei","923 - Cheltuieli comune ale secţiei","Asset",,,"No","P_BURDEN_ACCT ",92,923,"923 - CHELTUIELI COMUNE ALE SECTIEI",,,,,,,,,923000002
924,"924 - Cheltuieli generale de administraţie","924 - Cheltuieli generale de administraţie","Asset",,,"No","P_OVERHEAD_ACCT ",92,924,"924 - CHELTUIELI GENERALE DE ADMINISTRATIE",,,,,,,,,924000002
925,"925 - Cheltuieli de desfacere","925 - Cheltuieli de desfacere","Asset",,,"No",,92,925,"925 - CHELTUIELI DE DESFACERE",,,,,,,,,925000002
93,"93 - COSTUL PRODUCTIEI","93 - COSTUL PRODUCTIEI","Asset",,,"Yes",,9,93,"93 - COSTUL PRODUCTIEI",,,,,,,,,930000001
931,"931 - Costul producţiei obţinute","931 - Costul producţiei obţinute","Asset",,,"No","P_COSTOFPRODUCTION_ACCT ",93,931,"931 - COSTUL PRODUCTIEI OBTINUTE",,,,,,,,,931000002
933,"933 - Costul producţiei în curs de execuţie","933 - Costul producţiei în curs de execuţie","Asset",,"No","No",,93,933,"933 - COSTUL PRODUCTIEI IN CURS DE EXECUTIE",,,,,,,,,933000002
