[Account_Value],[Account_Name],[Account_Description],[Account_Type],[Account_Sign],[Account_Document],[Account_Summary],[Default_Account],[Account_Parent],[Balance Sheet],[Balance Sheet_Name],[US 1120 Balance Sheet],US 1120 Balance Sheet_Name,[Profit & Loss],[Profit & Loss_Name],[US 1120 Income Statement],[US 1120 Income Statement_Name],[Cash Flow],[Cash Flow_Name]
1007,Roh-- Hilfs- und Betriebsstoffe (Bestand),Roh-- Hilfs- und Betriebsstoffe (Bestand),Asset,,,No,,K1BA11,,,,,,,,,,
1008,Roh-- Hilfs- und Betriebsstoffe (Bestand),Roh-- Hilfs- und Betriebsstoffe (Bestand),Asset,,,No,,K1BA11,,,,,,,,,,
1009,Roh-- Hilfs- und Betriebsstoffe (Bestand),Roh-- Hilfs- und Betriebsstoffe (Bestand),Asset,,,No,,K1BA11,,,,,,,,,,
1010,Roh-- Hilfs- und Betriebsstoffe (Bestand),Roh-- Hilfs- und Betriebsstoffe (Bestand),Asset,,,No,,K1BA11,,,,,,,,,,
1011,Roh-- Hilfs- und Betriebsstoffe (Bestand),Roh-- Hilfs- und Betriebsstoffe (Bestand),Asset,,,No,,K1BA11,,,,,,,,,,
1012,Roh-- Hilfs- und Betriebsstoffe (Bestand),Roh-- Hilfs- und Betriebsstoffe (Bestand),Asset,,,No,,K1BA11,,,,,,,,,,
1013,Roh-- Hilfs- und Betriebsstoffe (Bestand),Roh-- Hilfs- und Betriebsstoffe (Bestand),Asset,,,No,,K1BA11,,,,,,,,,,
1014,Roh-- Hilfs- und Betriebsstoffe (Bestand),Roh-- Hilfs- und Betriebsstoffe (Bestand),Asset,,,No,,K1BA11,,,,,,,,,,
1015,Roh-- Hilfs- und Betriebsstoffe (Bestand),Roh-- Hilfs- und Betriebsstoffe (Bestand),Asset,,,No,,K1BA11,,,,,,,,,,
1016,Roh-- Hilfs- und Betriebsstoffe (Bestand),Roh-- Hilfs- und Betriebsstoffe (Bestand),Asset,,,No,,K1BA11,,,,,,,,,,
1017,Roh-- Hilfs- und Betriebsstoffe (Bestand),Roh-- Hilfs- und Betriebsstoffe (Bestand),Asset,,,No,,K1BA11,,,,,,,,,,
1018,Roh-- Hilfs- und Betriebsstoffe (Bestand),Roh-- Hilfs- und Betriebsstoffe (Bestand),Asset,,,No,,K1BA11,,,,,,,,,,
1019,Roh-- Hilfs- und Betriebsstoffe (Bestand),Roh-- Hilfs- und Betriebsstoffe (Bestand),Asset,,,No,,K1BA11,,,,,,,,,,
1020,Roh-- Hilfs- und Betriebsstoffe (Bestand),Roh-- Hilfs- und Betriebsstoffe (Bestand),Asset,,,No,,K1BA11,,,,,,,,,,
1021,Roh-- Hilfs- und Betriebsstoffe (Bestand),Roh-- Hilfs- und Betriebsstoffe (Bestand),Asset,,,No,,K1BA11,,,,,,,,,,
1022,Roh-- Hilfs- und Betriebsstoffe (Bestand),Roh-- Hilfs- und Betriebsstoffe (Bestand),Asset,,,No,,K1BA11,,,,,,,,,,
1023,Roh-- Hilfs- und Betriebsstoffe (Bestand),Roh-- Hilfs- und Betriebsstoffe (Bestand),Asset,,,No,,K1BA11,,,,,,,,,,
1024,Roh-- Hilfs- und Betriebsstoffe (Bestand),Roh-- Hilfs- und Betriebsstoffe (Bestand),Asset,,,No,,K1BA11,,,,,,,,,,
1025,Roh-- Hilfs- und Betriebsstoffe (Bestand),Roh-- Hilfs- und Betriebsstoffe (Bestand),Asset,,,No,,K1BA11,,,,,,,,,,
1026,Roh-- Hilfs- und Betriebsstoffe (Bestand),Roh-- Hilfs- und Betriebsstoffe (Bestand),Asset,,,No,,K1BA11,,,,,,,,,,
1027,Roh-- Hilfs- und Betriebsstoffe (Bestand),Roh-- Hilfs- und Betriebsstoffe (Bestand),Asset,,,No,,K1BA11,,,,,,,,,,
1028,Roh-- Hilfs- und Betriebsstoffe (Bestand),Roh-- Hilfs- und Betriebsstoffe (Bestand),Asset,,,No,,K1BA11,,,,,,,,,,
1029,Roh-- Hilfs- und Betriebsstoffe (Bestand),Roh-- Hilfs- und Betriebsstoffe (Bestand),Asset,,,No,,K1BA11,,,,,,,,,,
1030,Roh-- Hilfs- und Betriebsstoffe (Bestand),Roh-- Hilfs- und Betriebsstoffe (Bestand),Asset,,,No,,K1BA11,,,,,,,,,,
1031,Roh-- Hilfs- und Betriebsstoffe (Bestand),Roh-- Hilfs- und Betriebsstoffe (Bestand),Asset,,,No,,K1BA11,,,,,,,,,,
1032,Roh-- Hilfs- und Betriebsstoffe (Bestand),Roh-- Hilfs- und Betriebsstoffe (Bestand),Asset,,,No,,K1BA11,,,,,,,,,,
1033,Roh-- Hilfs- und Betriebsstoffe (Bestand),Roh-- Hilfs- und Betriebsstoffe (Bestand),Asset,,,No,,K1BA11,,,,,,,,,,
1034,Roh-- Hilfs- und Betriebsstoffe (Bestand),Roh-- Hilfs- und Betriebsstoffe (Bestand),Asset,,,No,,K1BA11,,,,,,,,,,
1035,Roh-- Hilfs- und Betriebsstoffe (Bestand),Roh-- Hilfs- und Betriebsstoffe (Bestand),Asset,,,No,,K1BA11,,,,,,,,,,
1036,Roh-- Hilfs- und Betriebsstoffe (Bestand),Roh-- Hilfs- und Betriebsstoffe (Bestand),Asset,,,No,,K1BA11,,,,,,,,,,
1037,Roh-- Hilfs- und Betriebsstoffe (Bestand),Roh-- Hilfs- und Betriebsstoffe (Bestand),Asset,,,No,,K1BA11,,,,,,,,,,
1038,Roh-- Hilfs- und Betriebsstoffe (Bestand),Roh-- Hilfs- und Betriebsstoffe (Bestand),Asset,,,No,,K1BA11,,,,,,,,,,
1039,Roh-- Hilfs- und Betriebsstoffe (Bestand),Roh-- Hilfs- und Betriebsstoffe (Bestand),Asset,,,No,,K1BA11,,,,,,,,,,
K1BA12,Unfertige Erzeugnisse- unfertige Leistungen,Unfertige Erzeugnisse- unfertige Leistungen,Asset,,,Yes,,K1BA1,,,,,,,,,,
1040,Unfertige Erzeugnisse- unfertige Leistungen (Bestand),We delivered but have not invoiced yet,Asset,,Yes,No,NOTINVOICEDRECEIVABLES_ACCT,K1BA12,,,,,,,,,,
1041,Unfertige Erzeugnisse- unfertige Leistungen (Bestand),Unfertige Erzeugnisse- unfertige Leistungen (Bestand),Asset,,,No,,K1BA12,,,,,,,,,,
1042,Unfertige Erzeugnisse- unfertige Leistungen (Bestand),Unfertige Erzeugnisse- unfertige Leistungen (Bestand),Asset,,,No,,K1BA12,,,,,,,,,,
1043,Unfertige Erzeugnisse- unfertige Leistungen (Bestand),Unfertige Erzeugnisse- unfertige Leistungen (Bestand),Asset,,,No,,K1BA12,,,,,,,,,,
1044,Unfertige Erzeugnisse- unfertige Leistungen (Bestand),Unfertige Erzeugnisse- unfertige Leistungen (Bestand),Asset,,,No,,K1BA12,,,,,,,,,,
1045,Unfertige Erzeugnisse- unfertige Leistungen (Bestand),Unfertige Erzeugnisse- unfertige Leistungen (Bestand),Asset,,,No,,K1BA12,,,,,,,,,,
1046,Unfertige Erzeugnisse- unfertige Leistungen (Bestand),Unfertige Erzeugnisse- unfertige Leistungen (Bestand),Asset,,,No,,K1BA12,,,,,,,,,,
1047,Unfertige Erzeugnisse- unfertige Leistungen (Bestand),Unfertige Erzeugnisse- unfertige Leistungen (Bestand),Asset,,,No,,K1BA12,,,,,,,,,,
1048,Unfertige Erzeugnisse- unfertige Leistungen (Bestand),Unfertige Erzeugnisse- unfertige Leistungen (Bestand),Asset,,,No,,K1BA12,,,,,,,,,,
1049,Unfertige Erzeugnisse- unfertige Leistungen (Bestand),Unfertige Erzeugnisse- unfertige Leistungen (Bestand),Asset,,,No,,K1BA12,,,,,,,,,,
1050,Unfertige Erzeugnisse,Unfertige Erzeugnisse,Asset,,,No,,K1BA12,,,,,,,,,,
1051,Unfertige Erzeugnisse,Unfertige Erzeugnisse,Asset,,,No,,K1BA12,,,,,,,,,,
1052,Unfertige Erzeugnisse,Unfertige Erzeugnisse,Asset,,,No,,K1BA12,,,,,,,,,,
1053,Unfertige Erzeugnisse,Unfertige Erzeugnisse,Asset,,,No,,K1BA12,,,,,,,,,,
1054,Unfertige Erzeugnisse,Unfertige Erzeugnisse,Asset,,,No,,K1BA12,,,,,,,,,,
1055,Unfertige Erzeugnisse,Unfertige Erzeugnisse,Asset,,,No,,K1BA12,,,,,,,,,,
1056,Unfertige Erzeugnisse,Unfertige Erzeugnisse,Asset,,,No,,K1BA12,,,,,,,,,,
1057,Unfertige Erzeugnisse,Unfertige Erzeugnisse,Asset,,,No,,K1BA12,,,,,,,,,,
1058,Unfertige Erzeugnisse,Unfertige Erzeugnisse,Asset,,,No,,K1BA12,,,,,,,,,,
1059,Unfertige Erzeugnisse,Unfertige Erzeugnisse,Asset,,,No,,K1BA12,,,,,,,,,,
1060,Unfertige Erzeugnisse,Unfertige Erzeugnisse,Asset,,,No,,K1BA12,,,,,,,,,,
1061,Unfertige Erzeugnisse,Unfertige Erzeugnisse,Asset,,,No,,K1BA12,,,,,,,,,,
1062,Unfertige Erzeugnisse,Unfertige Erzeugnisse,Asset,,,No,,K1BA12,,,,,,,,,,
1063,Unfertige Erzeugnisse,Unfertige Erzeugnisse,Asset,,,No,,K1BA12,,,,,,,,,,
1064,Unfertige Erzeugnisse,Unfertige Erzeugnisse,Asset,,,No,,K1BA12,,,,,,,,,,
1065,Unfertige Erzeugnisse,Unfertige Erzeugnisse,Asset,,,No,,K1BA12,,,,,,,,,,
1066,Unfertige Erzeugnisse,Unfertige Erzeugnisse,Asset,,,No,,K1BA12,,,,,,,,,,
1067,Unfertige Erzeugnisse,Unfertige Erzeugnisse,Asset,,,No,,K1BA12,,,,,,,,,,
1068,Unfertige Erzeugnisse,Unfertige Erzeugnisse,Asset,,,No,,K1BA12,,,,,,,,,,
1069,Unfertige Erzeugnisse,Unfertige Erzeugnisse,Asset,,,No,,K1BA12,,,,,,,,,,
1070,Unfertige Erzeugnisse,Unfertige Erzeugnisse,Asset,,,No,,K1BA12,,,,,,,,,,
1071,Unfertige Erzeugnisse,Unfertige Erzeugnisse,Asset,,,No,,K1BA12,,,,,,,,,,
1072,Unfertige Erzeugnisse,Unfertige Erzeugnisse,Asset,,,No,,K1BA12,,,,,,,,,,
1073,Unfertige Erzeugnisse,Unfertige Erzeugnisse,Asset,,,No,,K1BA12,,,,,,,,,,
1074,Unfertige Erzeugnisse,Unfertige Erzeugnisse,Asset,,,No,,K1BA12,,,,,,,,,,
1075,Unfertige Erzeugnisse,Unfertige Erzeugnisse,Asset,,,No,,K1BA12,,,,,,,,,,
1076,Unfertige Erzeugnisse,Unfertige Erzeugnisse,Asset,,,No,,K1BA12,,,,,,,,,,
1077,Unfertige Erzeugnisse,Unfertige Erzeugnisse,Asset,,,No,,K1BA12,,,,,,,,,,
1078,Unfertige Erzeugnisse,Unfertige Erzeugnisse,Asset,,,No,,K1BA12,,,,,,,,,,
1079,Unfertige Erzeugnisse,Unfertige Erzeugnisse,Asset,,,No,,K1BA12,,,,,,,,,,
1080,Unfertige Leistungen,Asset Work in Progress,Asset,,Yes,No,PJ_WIP_ACCT,K1BA12,,,,,,,,,,
1081,Unfertige Leistungen,Unfertige Leistungen,Asset,,,No,,K1BA12,,,,,,,,,,
1082,Unfertige Leistungen,Unfertige Leistungen,Asset,,,No,,K1BA12,,,,,,,,,,
1083,Unfertige Leistungen,Unfertige Leistungen,Asset,,,No,,K1BA12,,,,,,,,,,
1084,Unfertige Leistungen,Unfertige Leistungen,Asset,,,No,,K1BA12,,,,,,,,,,
1085,Unfertige Leistungen,Unfertige Leistungen,Asset,,,No,,K1BA12,,,,,,,,,,
1086,Unfertige Leistungen,Unfertige Leistungen,Asset,,,No,,K1BA12,,,,,,,,,,
1087,Unfertige Leistungen,Unfertige Leistungen,Asset,,,No,,K1BA12,,,,,,,,,,
1088,Unfertige Leistungen,Unfertige Leistungen,Asset,,,No,,K1BA12,,,,,,,,,,
1089,Unfertige Leistungen,Unfertige Leistungen,Asset,,,No,,K1BA12,,,,,,,,,,
K1BA13,In Ausführung befindliche Bauaufträge,In Ausführung befindliche Bauaufträge,Asset,,,Yes,,K1BA1,,,,,,,,,,
1090,In Ausführung befindliche Bauaufträge,In Ausführung befindliche Bauaufträge,Asset,,,No,,K1BA13,,,,,,,,,,
1091,In Ausführung befindliche Bauaufträge,In Ausführung befindliche Bauaufträge,Asset,,,No,,K1BA13,,,,,,,,,,
1092,In Ausführung befindliche Bauaufträge,In Ausführung befindliche Bauaufträge,Asset,,,No,,K1BA13,,,,,,,,,,
1093,In Ausführung befindliche Bauaufträge,In Ausführung befindliche Bauaufträge,Asset,,,No,,K1BA13,,,,,,,,,,
1094,In Ausführung befindliche Bauaufträge,In Ausführung befindliche Bauaufträge,Asset,,,No,,K1BA13,,,,,,,,,,
K1BA14,In Arbeit befindliche Aufträge ,In Arbeit befindliche Aufträge ,Asset,,,Yes,,K1BA1,,,,,,,,,,
1095,In Arbeit befindliche Aufträge ,In Arbeit befindliche Aufträge ,Asset,,,No,,K1BA14,,,,,,,,,,
1096,In Arbeit befindliche Aufträge ,In Arbeit befindliche Aufträge ,Asset,,,No,,K1BA14,,,,,,,,,,
1097,In Arbeit befindliche Aufträge ,In Arbeit befindliche Aufträge ,Asset,,,No,,K1BA14,,,,,,,,,,
1098,In Arbeit befindliche Aufträge ,In Arbeit befindliche Aufträge ,Asset,,,No,,K1BA14,,,,,,,,,,
1099,In Arbeit befindliche Aufträge ,In Arbeit befindliche Aufträge ,Asset,,,No,,K1BA14,,,,,,,,,,
K1BA15,Fertige Erzeugnisse und Waren,Fertige Erzeugnisse und Waren,Asset,,,Yes,,K1BA1,,,,,,,,,,
1100,Fertige Erzeugnisse und Waren (Bestand),Fertige Erzeugnisse und Waren (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1101,Fertige Erzeugnisse und Waren (Bestand),Fertige Erzeugnisse und Waren (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1102,Fertige Erzeugnisse und Waren (Bestand),Fertige Erzeugnisse und Waren (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1103,Fertige Erzeugnisse und Waren (Bestand),Fertige Erzeugnisse und Waren (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1104,Fertige Erzeugnisse und Waren (Bestand),Fertige Erzeugnisse und Waren (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1105,Fertige Erzeugnisse und Waren (Bestand),Fertige Erzeugnisse und Waren (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1106,Fertige Erzeugnisse und Waren (Bestand),Fertige Erzeugnisse und Waren (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1107,Fertige Erzeugnisse und Waren (Bestand),Fertige Erzeugnisse und Waren (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1108,Fertige Erzeugnisse und Waren (Bestand),Fertige Erzeugnisse und Waren (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1109,Fertige Erzeugnisse und Waren (Bestand),Fertige Erzeugnisse und Waren (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1110,Fertige Erzeugnisse (Bestand),Fertige Erzeugnisse (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1111,Fertige Erzeugnisse (Bestand),Fertige Erzeugnisse (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1112,Fertige Erzeugnisse (Bestand),Fertige Erzeugnisse (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1113,Fertige Erzeugnisse (Bestand),Fertige Erzeugnisse (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1114,Fertige Erzeugnisse (Bestand),Fertige Erzeugnisse (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1115,Fertige Erzeugnisse (Bestand),Fertige Erzeugnisse (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1116,Fertige Erzeugnisse (Bestand),Fertige Erzeugnisse (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1117,Fertige Erzeugnisse (Bestand),Fertige Erzeugnisse (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1118,Fertige Erzeugnisse (Bestand),Fertige Erzeugnisse (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1119,Fertige Erzeugnisse (Bestand),Fertige Erzeugnisse (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1120,Fertige Erzeugnisse (Bestand),Fertige Erzeugnisse (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1121,Fertige Erzeugnisse (Bestand),Fertige Erzeugnisse (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1122,Fertige Erzeugnisse (Bestand),Fertige Erzeugnisse (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1123,Fertige Erzeugnisse (Bestand),Fertige Erzeugnisse (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1124,Fertige Erzeugnisse (Bestand),Fertige Erzeugnisse (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1125,Fertige Erzeugnisse (Bestand),Fertige Erzeugnisse (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1126,Fertige Erzeugnisse (Bestand),Fertige Erzeugnisse (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1127,Fertige Erzeugnisse (Bestand),Fertige Erzeugnisse (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1128,Fertige Erzeugnisse (Bestand),Fertige Erzeugnisse (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1129,Fertige Erzeugnisse (Bestand),Fertige Erzeugnisse (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1130,Fertige Erzeugnisse (Bestand),Fertige Erzeugnisse (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1131,Fertige Erzeugnisse (Bestand),Fertige Erzeugnisse (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1132,Fertige Erzeugnisse (Bestand),Fertige Erzeugnisse (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1133,Fertige Erzeugnisse (Bestand),Fertige Erzeugnisse (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1134,Fertige Erzeugnisse (Bestand),Fertige Erzeugnisse (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1135,Fertige Erzeugnisse (Bestand),Fertige Erzeugnisse (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1136,Fertige Erzeugnisse (Bestand),Fertige Erzeugnisse (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1137,Fertige Erzeugnisse (Bestand),Fertige Erzeugnisse (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1138,Fertige Erzeugnisse (Bestand),Fertige Erzeugnisse (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1139,Fertige Erzeugnisse (Bestand),Fertige Erzeugnisse (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1140,Waren (Bestand),Inventory Account,Asset,,Yes,No,W_INVENTORY_ACCT,K1BA15,,,,,,,,,,
1141,* Lager Bestandswert Korrektur,Inventory Actual Accounting Value Adjustment,Asset,,Yes,No,W_INVACTUALADJUST_ACCT,K1BA15,,,,,,,,,,
1142,* Lager Differenzkorrektur Gewinn / Verlust,Physical Inventory Gain/Loss,Expense,,Yes,No,W_DIFFERENCES_ACCT,K1BA15,,,,,,,,,,
1143,* Lager Differenzkorrektur Marktwert,Difference to (lower cost) or market,Expense,,Yes,No,W_REVALUATION_ACCT,K1BA15,,,,,,,,,,
1144,* Lager Bestand Zwischenkonto,Lager Bestand Zwischenkonto,Asset,,Yes,No,P_INVENTORYCLEARING_ACCT,K1BA15,,,,,,,,,,
1145,Waren (Bestand),Waren (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1146,Waren (Bestand),Waren (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1147,Waren (Bestand),Waren (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1148,Waren (Bestand),Waren (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1149,Waren (Bestand),Waren (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1150,Waren (Bestand),Waren (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1151,Waren (Bestand),Waren (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1152,Waren (Bestand),Waren (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1153,Waren (Bestand),Waren (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1154,Waren (Bestand),Waren (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1155,Waren (Bestand),Waren (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1156,Waren (Bestand),Waren (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1157,Waren (Bestand),Waren (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1158,Waren (Bestand),Waren (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1159,Waren (Bestand),Waren (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1160,Waren (Bestand),Waren (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1161,Waren (Bestand),Waren (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1162,Waren (Bestand),Waren (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1163,Waren (Bestand),Waren (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1164,Waren (Bestand),Waren (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1165,Waren (Bestand),Waren (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1166,Waren (Bestand),Waren (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1167,Waren (Bestand),Waren (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1168,Waren (Bestand),Waren (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1169,Waren (Bestand),Waren (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1170,Waren (Bestand),Waren (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1171,Waren (Bestand),Waren (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1172,Waren (Bestand),Waren (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1173,Waren (Bestand),Waren (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1174,Waren (Bestand),Waren (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1175,Waren (Bestand),Waren (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1176,Waren (Bestand),Waren (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1177,Waren (Bestand),Waren (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1178,Waren (Bestand),Waren (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
1179,Waren (Bestand),Waren (Bestand),Asset,,,No,,K1BA15,,,,,,,,,,
K1BA16,Geleistete Anzahlungen ,Geleistete Anzahlungen ,Asset,,,Yes,,K1BA1,,,,,,,,,,
1180,Geleistete Anzahlungen auf Vorräte,Prepayments for future expense,Asset,,Yes,No,V_PREPAYMENT_ACCT,K1BA16,,,,,,,,,,
1181,Geleistete Anzahlungen 7% Vorsteuer,Geleistete Anzahlungen 7% Vorsteuer,Asset,,,No,,1180,,,,,,,,,,
1184,Geleistete Anzahlungen 16% Vorsteuer,Geleistete Anzahlungen 16% Vorsteuer,Asset,,,No,,1180,,,,,,,,,,
1185,Geleistete Anzahlungen 15% Vorsteuer,Geleistete Anzahlungen 15% Vorsteuer,Asset,,,No,,1180,,,,,,,,,,
1186,Geleistete Anzahlungen 19% Vorsteuer,Geleistete Anzahlungen 19% Vorsteuer,Asset,,,No,,1180,,,,,,,,,,
K1BA17,Erhaltene Anzahlungen auf bestellungen,Erhaltene Anzahlungen auf bestellungen,Asset,,,Yes,,K1BA1,,,,,,,,,,
1190,Erhaltene Anzahlungen auf bestellungen (,Erhaltene Anzahlungen auf bestellungen (,Asset,,,No,,K1BA17,,,,,,,,,,
K1BA2,Forderungen und sonstige Vermögensgegenstände,Forderungen und sonstige Vermögensgegenstände,Asset,,,Yes,,K1BA,K1BA2,Forderungen und sonstige Vermögensgegenstände,,,,,,,,
K1BA21,Forderungen aus Lieferungen und Leistungen oder sonstige Verbindlichkeiten,Forderungen aus Lieferungen und Leistungen oder sonstige Verbindlichkeiten,Asset,,,Yes,,K1BA2,,,,,,,,,,
1200,Forderungen aus Lieferungen und Leistungen ,Forderungen aus Lieferungen u.Leistung,Asset,,Yes,No,C_RECEIVABLE_ACCT,K1BA21,,,,,,,,,,
1206,Forderungen aus Dienstleistungen,Forderungen aus Dienstleistungen,Asset,,Yes,No,C_RECEIVABLE_SERVICES_ACCT,1200,,,,,,,,,,
1210,Forderungen aus Lieferungen und Leistungen ohne Kontokorent,Forderungen aus Lieferungen und Leistungen ohne Kontokorent,Asset,,,No,,1200,,,,,,,,,,
1211,Forderungen aus Lieferungen und Leistungen ohne Kontokorent,Forderungen aus Lieferungen und Leistungen ohne Kontokorent,Asset,,,No,,1200,,,,,,,,,,
1212,Forderungen aus Lieferungen und Leistungen ohne Kontokorent,Forderungen aus Lieferungen und Leistungen ohne Kontokorent,Asset,,,No,,1200,,,,,,,,,,
1213,Forderungen aus Lieferungen und Leistungen ohne Kontokorent,Forderungen aus Lieferungen und Leistungen ohne Kontokorent,Asset,,,No,,1200,,,,,,,,,,
1214,Forderungen aus Lieferungen und Leistungen ohne Kontokorent,Forderungen aus Lieferungen und Leistungen ohne Kontokorent,Asset,,,No,,1200,,,,,,,,,,
1215,Forderungen aus Lieferungen und Leistungen zum allgemeinen Umsatzsteuersatz oder eines Kleinunternehmers (EüR),Forderungen aus Lieferungen und Leistungen zum allgemeinen Umsatzsteuersatz oder eines Kleinunternehmers (EüR),Asset,,,No,,1200,,,,,,,,,,
1216,Forderungen aus Lieferungen und Leistungen zum ermäßigten Umsatzsteuersatz (EüR),Forderungen aus Lieferungen und Leistungen zum ermäßigten Umsatzsteuersatz (EüR),Asset,,,No,,1200,,,,,,,,,,
1217,Forderungen aus steuerfreien oder nicht steuerbaren Lieferungen und Leistungen (EüR),Forderungen aus steuerfreien oder nicht steuerbaren Lieferungen und Leistungen (EüR),Asset,,,No,,1200,,,,,,,,,,
1218,Forderungen aus Lieferungen und Leistungen nach Durchschnittssätzen gemäß §24 UStG (EüR),Forderungen aus Lieferungen und Leistungen nach Durchschnittssätzen gemäß §24 UStG (EüR),Asset,,,No,,1200,,,,,,,,,,
1219,Gegenkonto 1215-1218 bei Aufteilung der Forderungen nach Steuersätzen (EüR),Gegenkonto 1215-1218 bei Aufteilung der Forderungen nach Steuersätzen (EüR),Asset,,,No,,1200,,,,,,,,,,
1220,Forderungen nach §11 Abs. 1 Satz 2 EStG für § 4/3 EStG,Forderungen nach §11 Abs. 1 Satz 2 EStG für § 4/3 EStG,Asset,,,No,,1200,,,,,,,,,,
1221,Forderungen aus Lieferungen und Leistungen ohne Kontokorent - Restlaufzeit bis 1 Jahr,Created Asset,Asset,,Yes,No,PJ_ASSET_ACCT,1200,,,,,,,,,,
1225,Forderungen aus Lieferungen und Leistungen ohne Kontokorent - Restlaufzeit größer 1 Jahr.,Forderungen aus Lieferungen und Leistungen ohne Kontokorent - Restlaufzeit größer 1 Jahr.,Asset,,,No,,1200,,,,,,,,,,
1230,Wechsel aus Lieferungen und Leistungen,Wechsel aus Lieferungen und Leistungen,Asset,,,No,,1200,,,,,,,,,,
1231,Wechsel aus Lieferungen und Leistungen Restlaufzeit bis 1 Jahr,Wechsel aus Lieferungen und Leistungen Restlaufzeit bis 1 Jahr,Asset,,,No,,1200,,,,,,,,,,
