[Account_Value],[Account_Name],[Account_Description],[Account_Type],[Account_Sign],[Account_Document],[Account_Summary],[Default_Account],[Account_Parent],[Balance Sheet],[Balance Sheet_Name],[US 1120 Balance Sheet],US 1120 Balance Sheet_Name,[Profit & Loss],[Profit & Loss_Name],[US 1120 Income Statement],[US 1120 Income Statement_Name],[Cash Flow],[Cash Flow_Name]
0760,Darlehen typisch stiller Gesellschafter,Darlehen typisch stiller Gesellschafter,Liability,,,No,,0730,,,,,,,,,,
0761,Darlehen typisch stiller Gesellschafter ( bis 1 Jahr),Darlehen typisch stiller Gesellschafter ( bis 1 Jahr),Liability,,,No,,0730,,,,,,,,,,
0764,Darlehen typisch stiller Gesellschafter ( 1 bis 5 Jahre ),Darlehen typisch stiller Gesellschafter ( 1 bis 5 Jahre ),Liability,,,No,,0730,,,,,,,,,,
0767,Darlehen typisch stiller Gesellschafter ( größer 5 Jahre ),Darlehen typisch stiller Gesellschafter ( größer 5 Jahre ),Liability,,,No,,0730,,,,,,,,,,
0770,Darlehen atypisch stiller Gesellschafter,Darlehen atypisch stiller Gesellschafter,Liability,,,No,,0730,,,,,,,,,,
0771,Darlehen atypisch stiller Gesellschafter ( bis 1 Jahr),Darlehen atypisch stiller Gesellschafter ( bis 1 Jahr),Liability,,,No,,0730,,,,,,,,,,
0774,Darlehen atypisch stiller Gesellschafter ( 1 bis 5 Jahre ),Darlehen atypisch stiller Gesellschafter ( 1 bis 5 Jahre ),Liability,,,No,,0730,,,,,,,,,,
0777,Darlehen atypisch stiller Gesellschafter ( größer 5 Jahre ),Darlehen atypisch stiller Gesellschafter ( größer 5 Jahre ),Liability,,,No,,0730,,,,,,,,,,
0780,Partiarische Darlehen,Partiarische Darlehen,Liability,,,No,,0730,,,,,,,,,,
0781,Partiarische Darlehen ( bis 1 Jahr ),Partiarische Darlehen ( bis 1 Jahr ),Liability,,,No,,0730,,,,,,,,,,
0784,Partiarische Darlehen ( 1 bis 5 Jahre ),Partiarische Darlehen ( 1 bis 5 Jahre ),Liability,,,No,,0730,,,,,,,,,,
0787,Partiarische Darlehen ( größer 5 Jahre ),Partiarische Darlehen ( größer 5 Jahre ),Liability,,,No,,0730,,,,,,,,,,
0790,(frei in Bilanz kein Restlaufzeitvermerk),(frei in Bilanz kein Restlaufzeitvermerk),Liability,,,No,,0730,,,,,,,,,,
0791,(frei in Bilanz kein Restlaufzeitvermerk),(frei in Bilanz kein Restlaufzeitvermerk),Liability,,,No,,0730,,,,,,,,,,
0792,(frei in Bilanz kein Restlaufzeitvermerk),(frei in Bilanz kein Restlaufzeitvermerk),Liability,,,No,,0730,,,,,,,,,,
0793,(frei in Bilanz kein Restlaufzeitvermerk),(frei in Bilanz kein Restlaufzeitvermerk),Liability,,,No,,0730,,,,,,,,,,
0794,(frei in Bilanz kein Restlaufzeitvermerk),(frei in Bilanz kein Restlaufzeitvermerk),Liability,,,No,,0730,,,,,,,,,,
0795,(frei in Bilanz kein Restlaufzeitvermerk),(frei in Bilanz kein Restlaufzeitvermerk),Liability,,,No,,0730,,,,,,,,,,
0796,(frei in Bilanz kein Restlaufzeitvermerk),(frei in Bilanz kein Restlaufzeitvermerk),Liability,,,No,,0730,,,,,,,,,,
0797,(frei in Bilanz kein Restlaufzeitvermerk),(frei in Bilanz kein Restlaufzeitvermerk),Liability,,,No,,0730,,,,,,,,,,
0798,(frei in Bilanz kein Restlaufzeitvermerk),(frei in Bilanz kein Restlaufzeitvermerk),Liability,,,No,,0730,,,,,,,,,,
0799,Gegenkonto 0730 - 0789 bei Aufteilung der Konten 0790 - 0798,Gegenkonto 0730 - 0789 bei Aufteilung der Konten 0790 - 0798,Liability,,,No,,0730,,,,,,,,,,
K0BP2,Kapital Kapitalgesellschaft,Kapital Kapitalgesellschaft,Owner's Equity,,,Yes,,K0BP,,,,,,,,,,
K0BP21,Gezeichnetes Kapital,Gezeichnetes Kapital,Owner's Equity,,,Yes,,K0BP2,,,,,,,,,,
0800,Gezeichnetes Kapital,Gezeichnetes Kapital,Owner's Equity,,,No,,K0BP21,,,,,,,,,,
K0BP22,Ausstehende Einlagen auf das gezeichnete Kapital,Ausstehende Einlagen auf das gezeichnete Kapital,Owner's Equity,,,Yes,,K0BP2,,,,,,,,,,
0801,Ausstehende Einlagen auf das gezeichnete Kapital,Ausstehende Einlagen auf das gezeichnete Kapital,Owner's Equity,,,Yes,,K0BP22,,,,,,,,,,
0802,Ausstehende Einlagen auf das gezeichnete Kapital nicht eingefordert (Aktivausweis),Ausstehende Einlagen auf das gezeichnete Kapital nicht eingefordert (Aktivausweis),Owner's Equity,,,No,,0801,,,,,,,,,,
0803,Ausstehende Einlagen auf das gezeichnete Kapital nicht eingefordert (Aktivausweis),Ausstehende Einlagen auf das gezeichnete Kapital nicht eingefordert (Aktivausweis),Owner's Equity,,,No,,0801,,,,,,,,,,
0804,Ausstehende Einlagen auf das gezeichnete Kapital nicht eingefordert (Aktivausweis),Ausstehende Einlagen auf das gezeichnete Kapital nicht eingefordert (Aktivausweis),Owner's Equity,,,No,,0801,,,,,,,,,,
0805,Ausstehende Einlagen auf das gezeichnete Kapital nicht eingefordert (Aktivausweis),Ausstehende Einlagen auf das gezeichnete Kapital nicht eingefordert (Aktivausweis),Owner's Equity,,,No,,0801,,,,,,,,,,
0806,Ausstehende Einlagen auf das gezeichnete Kapital nicht eingefordert (Aktivausweis),Ausstehende Einlagen auf das gezeichnete Kapital nicht eingefordert (Aktivausweis),Owner's Equity,,,No,,0801,,,,,,,,,,
0807,Ausstehende Einlagen auf das gezeichnete Kapital nicht eingefordert (Aktivausweis),Ausstehende Einlagen auf das gezeichnete Kapital nicht eingefordert (Aktivausweis),Owner's Equity,,,No,,0801,,,,,,,,,,
0808,Ausstehende Einlagen auf das gezeichnete Kapital nicht eingefordert (Aktivausweis),Ausstehende Einlagen auf das gezeichnete Kapital nicht eingefordert (Aktivausweis),Owner's Equity,,,No,,0801,,,,,,,,,,
0809,Ausstehende Einlagen auf das gezeichnete Kapital nicht eingefordert (Aktivausweis),Ausstehende Einlagen auf das gezeichnete Kapital nicht eingefordert (Aktivausweis),Owner's Equity,,,No,,0801,,,,,,,,,,
0810,Ausstehende Einlagen auf das gezeichnete Kapital eingefordert (Aktivausweis),Ausstehende Einlagen auf das gezeichnete Kapital eingefordert (Aktivausweis),Owner's Equity,,,No,,0801,,,,,,,,,,
0811,Ausstehende Einlagen auf das gezeichnete Kapital eingefordert (Aktivausweis),Ausstehende Einlagen auf das gezeichnete Kapital eingefordert (Aktivausweis),Owner's Equity,,,No,,0801,,,,,,,,,,
0812,Ausstehende Einlagen auf das gezeichnete Kapital eingefordert (Aktivausweis),Ausstehende Einlagen auf das gezeichnete Kapital eingefordert (Aktivausweis),Owner's Equity,,,No,,0801,,,,,,,,,,
0813,Ausstehende Einlagen auf das gezeichnete Kapital eingefordert (Aktivausweis),Ausstehende Einlagen auf das gezeichnete Kapital eingefordert (Aktivausweis),Owner's Equity,,,No,,0801,,,,,,,,,,
0814,Ausstehende Einlagen auf das gezeichnete Kapital eingefordert (Aktivausweis),Ausstehende Einlagen auf das gezeichnete Kapital eingefordert (Aktivausweis),Owner's Equity,,,No,,0801,,,,,,,,,,
0815,Ausstehende Einlagen auf das gezeichnete Kapital eingefordert (Aktivausweis),Ausstehende Einlagen auf das gezeichnete Kapital eingefordert (Aktivausweis),Owner's Equity,,,No,,0801,,,,,,,,,,
0816,Ausstehende Einlagen auf das gezeichnete Kapital eingefordert (Aktivausweis),Ausstehende Einlagen auf das gezeichnete Kapital eingefordert (Aktivausweis),Owner's Equity,,,No,,0801,,,,,,,,,,
0817,Ausstehende Einlagen auf das gezeichnete Kapital eingefordert (Aktivausweis),Ausstehende Einlagen auf das gezeichnete Kapital eingefordert (Aktivausweis),Owner's Equity,,,No,,0801,,,,,,,,,,
0818,Ausstehende Einlagen auf das gezeichnete Kapital eingefordert (Aktivausweis),Ausstehende Einlagen auf das gezeichnete Kapital eingefordert (Aktivausweis),Owner's Equity,,,No,,0801,,,,,,,,,,
0819,Ausstehende Einlagen auf das gezeichnete Kapital eingefordert (Aktivausweis),Ausstehende Einlagen auf das gezeichnete Kapital eingefordert (Aktivausweis),Owner's Equity,,,No,,0801,,,,,,,,,,
K0BP23,Nicht eingeforderte ausstehende Einlagen,Nicht eingeforderte ausstehende Einlagen,Owner's Equity,,,Yes,,K0BP2,,,,,,,,,,
0820,Ausstehende Einlagen auf das gezeichnete Kapital nicht eingefordert (Passivausweis von gezeichnetem Kapital offen abgesetzt eingeforderte ausstehende Einlagen s. Konten 0830 - 0838 ),Ausstehende Einlagen auf das gezeichnete Kapital nicht eingefordert (Passivausweis von gezeichnetem Kapital offen abgesetzt eingeforderte ausstehende Einlagen s. Konten 0830 - 0838 ),Owner's Equity,,,No,,K0BP23,,,,,,,,,,
0821,Ausstehende Einlagen auf das gezeichnete Kapital nicht eingefordert (Passivausweis von gezeichnetem Kapital offen abgesetzt eingeforderte ausstehende Einlagen s. Konten 0830 - 0838 ),Ausstehende Einlagen auf das gezeichnete Kapital nicht eingefordert (Passivausweis von gezeichnetem Kapital offen abgesetzt eingeforderte ausstehende Einlagen s. Konten 0830 - 0838 ),Owner's Equity,,,No,,K0BP23,,,,,,,,,,
0822,Ausstehende Einlagen auf das gezeichnete Kapital nicht eingefordert (Passivausweis von gezeichnetem Kapital offen abgesetzt eingeforderte ausstehende Einlagen s. Konten 0830 - 0838 ),Ausstehende Einlagen auf das gezeichnete Kapital nicht eingefordert (Passivausweis von gezeichnetem Kapital offen abgesetzt eingeforderte ausstehende Einlagen s. Konten 0830 - 0838 ),Owner's Equity,,,No,,K0BP23,,,,,,,,,,
0823,Ausstehende Einlagen auf das gezeichnete Kapital nicht eingefordert (Passivausweis von gezeichnetem Kapital offen abgesetzt eingeforderte ausstehende Einlagen s. Konten 0830 - 0838 ),Ausstehende Einlagen auf das gezeichnete Kapital nicht eingefordert (Passivausweis von gezeichnetem Kapital offen abgesetzt eingeforderte ausstehende Einlagen s. Konten 0830 - 0838 ),Owner's Equity,,,No,,K0BP23,,,,,,,,,,
0824,Ausstehende Einlagen auf das gezeichnete Kapital nicht eingefordert (Passivausweis von gezeichnetem Kapital offen abgesetzt eingeforderte ausstehende Einlagen s. Konten 0830 - 0838 ),Ausstehende Einlagen auf das gezeichnete Kapital nicht eingefordert (Passivausweis von gezeichnetem Kapital offen abgesetzt eingeforderte ausstehende Einlagen s. Konten 0830 - 0838 ),Owner's Equity,,,No,,K0BP23,,,,,,,,,,
0825,Ausstehende Einlagen auf das gezeichnete Kapital nicht eingefordert (Passivausweis von gezeichnetem Kapital offen abgesetzt eingeforderte ausstehende Einlagen s. Konten 0830 - 0838 ),Ausstehende Einlagen auf das gezeichnete Kapital nicht eingefordert (Passivausweis von gezeichnetem Kapital offen abgesetzt eingeforderte ausstehende Einlagen s. Konten 0830 - 0838 ),Owner's Equity,,,No,,K0BP23,,,,,,,,,,
0826,Ausstehende Einlagen auf das gezeichnete Kapital nicht eingefordert (Passivausweis von gezeichnetem Kapital offen abgesetzt eingeforderte ausstehende Einlagen s. Konten 0830 - 0838 ),Ausstehende Einlagen auf das gezeichnete Kapital nicht eingefordert (Passivausweis von gezeichnetem Kapital offen abgesetzt eingeforderte ausstehende Einlagen s. Konten 0830 - 0838 ),Owner's Equity,,,No,,K0BP23,,,,,,,,,,
0827,Ausstehende Einlagen auf das gezeichnete Kapital nicht eingefordert (Passivausweis von gezeichnetem Kapital offen abgesetzt eingeforderte ausstehende Einlagen s. Konten 0830 - 0838 ),Ausstehende Einlagen auf das gezeichnete Kapital nicht eingefordert (Passivausweis von gezeichnetem Kapital offen abgesetzt eingeforderte ausstehende Einlagen s. Konten 0830 - 0838 ),Owner's Equity,,,No,,K0BP23,,,,,,,,,,
0828,Ausstehende Einlagen auf das gezeichnete Kapital nicht eingefordert (Passivausweis von gezeichnetem Kapital offen abgesetzt eingeforderte ausstehende Einlagen s. Konten 0830 - 0838 ),Ausstehende Einlagen auf das gezeichnete Kapital nicht eingefordert (Passivausweis von gezeichnetem Kapital offen abgesetzt eingeforderte ausstehende Einlagen s. Konten 0830 - 0838 ),Owner's Equity,,,No,,K0BP23,,,,,,,,,,
0829,Ausstehende Einlagen auf das gezeichnete Kapital nicht eingefordert (Passivausweis von gezeichnetem Kapital offen abgesetzt eingeforderte ausstehende Einlagen s. Konten 0830 - 0838 ),Ausstehende Einlagen auf das gezeichnete Kapital nicht eingefordert (Passivausweis von gezeichnetem Kapital offen abgesetzt eingeforderte ausstehende Einlagen s. Konten 0830 - 0838 ),Owner's Equity,,,No,,K0BP23,,,,,,,,,,
K0BP24,Eingeforderte noch ausstehende Kapitaleinlagen ,Eingeforderte noch ausstehende Kapitaleinlagen ,Owner's Equity,,,Yes,,K0BP2,,,,,,,,,,
0830,Ausstehende Einlagen auf das gezeichnete Kapital eingefordert ( Forderungen nicht eingeforderte ausstehende Einlagen s. Konten 0820 - 0829 ),Ausstehende Einlagen auf das gezeichnete Kapital eingefordert ( Forderungen nicht eingeforderte ausstehende Einlagen s. Konten 0820 - 0829 ),Owner's Equity,,,No,,K0BP24,,,,,,,,,,
0831,Ausstehende Einlagen auf das gezeichnete Kapital eingefordert ( Forderungen nicht eingeforderte ausstehende Einlagen s. Konten 0820 - 0829 ),Ausstehende Einlagen auf das gezeichnete Kapital eingefordert ( Forderungen nicht eingeforderte ausstehende Einlagen s. Konten 0820 - 0829 ),Owner's Equity,,,No,,K0BP24,,,,,,,,,,
0832,Ausstehende Einlagen auf das gezeichnete Kapital eingefordert ( Forderungen nicht eingeforderte ausstehende Einlagen s. Konten 0820 - 0829 ),Ausstehende Einlagen auf das gezeichnete Kapital eingefordert ( Forderungen nicht eingeforderte ausstehende Einlagen s. Konten 0820 - 0829 ),Owner's Equity,,,No,,K0BP24,,,,,,,,,,
0833,Ausstehende Einlagen auf das gezeichnete Kapital eingefordert ( Forderungen nicht eingeforderte ausstehende Einlagen s. Konten 0820 - 0829 ),Ausstehende Einlagen auf das gezeichnete Kapital eingefordert ( Forderungen nicht eingeforderte ausstehende Einlagen s. Konten 0820 - 0829 ),Owner's Equity,,,No,,K0BP24,,,,,,,,,,
0834,Ausstehende Einlagen auf das gezeichnete Kapital eingefordert ( Forderungen nicht eingeforderte ausstehende Einlagen s. Konten 0820 - 0829 ),Ausstehende Einlagen auf das gezeichnete Kapital eingefordert ( Forderungen nicht eingeforderte ausstehende Einlagen s. Konten 0820 - 0829 ),Owner's Equity,,,No,,K0BP24,,,,,,,,,,
0835,Ausstehende Einlagen auf das gezeichnete Kapital eingefordert ( Forderungen nicht eingeforderte ausstehende Einlagen s. Konten 0820 - 0829 ),Ausstehende Einlagen auf das gezeichnete Kapital eingefordert ( Forderungen nicht eingeforderte ausstehende Einlagen s. Konten 0820 - 0829 ),Owner's Equity,,,No,,K0BP24,,,,,,,,,,
0836,Ausstehende Einlagen auf das gezeichnete Kapital eingefordert ( Forderungen nicht eingeforderte ausstehende Einlagen s. Konten 0820 - 0829 ),Ausstehende Einlagen auf das gezeichnete Kapital eingefordert ( Forderungen nicht eingeforderte ausstehende Einlagen s. Konten 0820 - 0829 ),Owner's Equity,,,No,,K0BP24,,,,,,,,,,
0837,Ausstehende Einlagen auf das gezeichnete Kapital eingefordert ( Forderungen nicht eingeforderte ausstehende Einlagen s. Konten 0820 - 0829 ),Ausstehende Einlagen auf das gezeichnete Kapital eingefordert ( Forderungen nicht eingeforderte ausstehende Einlagen s. Konten 0820 - 0829 ),Owner's Equity,,,No,,K0BP24,,,,,,,,,,
0838,Ausstehende Einlagen auf das gezeichnete Kapital eingefordert ( Forderungen nicht eingeforderte ausstehende Einlagen s. Konten 0820 - 0829 ),Ausstehende Einlagen auf das gezeichnete Kapital eingefordert ( Forderungen nicht eingeforderte ausstehende Einlagen s. Konten 0820 - 0829 ),Owner's Equity,,,No,,K0BP24,,,,,,,,,,
K0BP25,Eingeforderte Nachschüsse,Eingeforderte Nachschüsse,Owner's Equity,,,Yes,,K0BP2,,,,,,,,,,
0839,Eingeforderte Nachschüsse ( Forderungen  Gegenkonto 0845 ),Eingeforderte Nachschüsse ( Forderungen  Gegenkonto 0845 ),Owner's Equity,,,No,,K0BP25,,,,,,,,,,
K0BP3,Kapitalrücklage,Kapitalrücklage,Owner's Equity,,,Yes,,K0BP,,,,,,,,,,
K0BP31,Kapitalrücklage,Kapitalrücklage,Owner's Equity,,,Yes,,K0BP3,,,,,,,,,,
0840,Kapitalrücklage,Kapitalrücklage,Owner's Equity,,,Yes,,K0BP31,,,,,,,,,,
0841,Kapitalrücklage durch Ausgabe von Anteilen über Nennbetrag,Kapitalrücklage durch Ausgabe von Anteilen über Nennbetrag,Owner's Equity,,,No,,0840,,,,,,,,,,
0842,Kapitalrücklage durch Ausgabe von Schuldverschreibungen für Wandlungsrechte und Optionsrechte zum Erwerb von Anteilen,Kapitalrücklage durch Ausgabe von Schuldverschreibungen für Wandlungsrechte und Optionsrechte zum Erwerb von Anteilen,Owner's Equity,,,No,,0840,,,,,,,,,,
0843,Kapitalrücklage durch Zuzahlungen gegen Gewährung eines Vorzugs für Anteile ,Kapitalrücklage durch Zuzahlungen gegen Gewährung eines Vorzugs für Anteile ,Owner's Equity,,,No,,0840,,,,,,,,,,
0844,Kapitalrücklage durch andere Zuzahlungen in das Eigenkapital,Kapitalrücklage durch andere Zuzahlungen in das Eigenkapital,Owner's Equity,,,No,,0840,,,,,,,,,,
0845,Eingefordertes Nachschusskapital ( Gegenkonto 0839 ),Eingefordertes Nachschusskapital ( Gegenkonto 0839 ),Owner's Equity,,,No,,0840,,,,,,,,,,
K0BP4,Gewinnrücklagen,Gewinnrücklagen,Owner's Equity,,,Yes,,K0BP,,,,,,,,,,
K0BP41,Gesetzliche Rücklage,Gesetzliche Rücklage,Owner's Equity,,,Yes,,K0BP4,,,,,,,,,,
0846,Gesetzliche Rücklage,Gesetzliche Rücklage,Owner's Equity,,,No,,K0BP41,,,,,,,,,,
K0BP42,Rücklage für eigene Anteile ,Rücklage für eigene Anteile ,Owner's Equity,,,Yes,,K0BP4,,,,,,,,,,
0850,Rücklage für eigene Anteile,Rücklage für eigene Anteile,Owner's Equity,,,No,,K0BP42,,,,,,,,,,
K0BP43,Satzungsmässige Rücklagen,Satzungsmässige Rücklagen,Owner's Equity,,,Yes,,K0BP4,,,,,,,,,,
0851,Satzungsmässige Rücklagen,Satzungsmässige Rücklagen,Owner's Equity,,,No,,K0BP43,,,,,,,,,,
K0BP44,Andere Gewinnrücklagen,Andere Gewinnrücklagen,Owner's Equity,,,Yes,,K0BP4,,,,,,,,,,
0855,Andere Gewinnrücklagen ,Andere Gewinnrücklagen ,Owner's Equity,,,No,,K0BP44,,,,,,,,,,
0856,Eigenkapitalanteil von Wertaufholungen,Eigenkapitalanteil von Wertaufholungen,Owner's Equity,,,No,,K0BP44,,,,,,,,,,
K0BP45,Gewinnvortrag oder Verlustvortrag,Gewinnvortrag oder Verlustvortrag,Owner's Equity,,,Yes,,K0BP4,,,,,,,,,,
0860,Gewinnvortrag vor Verwendung,Gewinnvortrag vor Verwendung,Owner's Equity,,Yes,No,INCOMESUMMARY_ACCT,K0BP45,,,,,,,,,,
0868,Verlustvortrag vor Verwendung,Verlustvortrag vor Verwendung,Owner's Equity,,,No,,K0BP45,,,,,,,,,,
K0BP46,Vortrag auf neue Rechnung ,Vortrag auf neue Rechnung ,Owner's Equity,,,Yes,,K0BP4,,,,,,,,,,
0869,Vortrag auf neue Rechnung (Bilanz),Vortrag auf neue Rechnung (Bilanz),Owner's Equity,,,No,,K0BP46,,,,,,,,,,
K0BP5,Kapital Personenhandelsgesellschaft vollhafter/Einzelunternehmer,Kapital Personenhandelsgesellschaft vollhafter/Einzelunternehmer,Owner's Equity,,,Yes,,K0BP,,,,,,,,,,
0870,Festkapital,Festkapital,Owner's Equity,,,No,,K0BP5,,,,,,,,,,
0871,Festkapital,Festkapital,Owner's Equity,,,No,,K0BP5,,,,,,,,,,
0872,Festkapital,Festkapital,Owner's Equity,,,No,,K0BP5,,,,,,,,,,
0873,Festkapital,Festkapital,Owner's Equity,,,No,,K0BP5,,,,,,,,,,
0874,Festkapital,Festkapital,Owner's Equity,,,No,,K0BP5,,,,,,,,,,
0875,Festkapital,Festkapital,Owner's Equity,,,No,,K0BP5,,,,,,,,,,
0876,Festkapital,Festkapital,Owner's Equity,,,No,,K0BP5,,,,,,,,,,
0877,Festkapital,Festkapital,Owner's Equity,,,No,,K0BP5,,,,,,,,,,
0878,Festkapital,Festkapital,Owner's Equity,,,No,,K0BP5,,,,,,,,,,
0879,Festkapital,Festkapital,Owner's Equity,,,No,,K0BP5,,,,,,,,,,
0880,Variables Kapital,Variables Kapital,Owner's Equity,,,No,,K0BP5,,,,,,,,,,
0881,Variables Kapital,Variables Kapital,Owner's Equity,,,No,,K0BP5,,,,,,,,,,
0882,Variables Kapital,Variables Kapital,Owner's Equity,,,No,,K0BP5,,,,,,,,,,
0883,Variables Kapital,Variables Kapital,Owner's Equity,,,No,,K0BP5,,,,,,,,,,
0884,Variables Kapital,Variables Kapital,Owner's Equity,,,No,,K0BP5,,,,,,,,,,
0885,Variables Kapital,Variables Kapital,Owner's Equity,,,No,,K0BP5,,,,,,,,,,
0886,Variables Kapital,Variables Kapital,Owner's Equity,,,No,,K0BP5,,,,,,,,,,
0887,Variables Kapital,Variables Kapital,Owner's Equity,,,No,,K0BP5,,,,,,,,,,
0888,Variables Kapital,Variables Kapital,Owner's Equity,,,No,,K0BP5,,,,,,,,,,
0889,Variables Kapital,Variables Kapital,Owner's Equity,,,No,,K0BP5,,,,,,,,,,
0890,Gesellschafter-Darlehen,Gesellschafter-Darlehen,Owner's Equity,,,No,,K0BP5,,,,,,,,,,
0891,Gesellschafter-Darlehen,Gesellschafter-Darlehen,Owner's Equity,,,No,,K0BP5,,,,,,,,,,
0892,Gesellschafter-Darlehen,Gesellschafter-Darlehen,Owner's Equity,,,No,,K0BP5,,,,,,,,,,
0893,Gesellschafter-Darlehen,Gesellschafter-Darlehen,Owner's Equity,,,No,,K0BP5,,,,,,,,,,
0894,Gesellschafter-Darlehen,Gesellschafter-Darlehen,Owner's Equity,,,No,,K0BP5,,,,,,,,,,
0895,Gesellschafter-Darlehen,Gesellschafter-Darlehen,Owner's Equity,,,No,,K0BP5,,,,,,,,,,
0896,Gesellschafter-Darlehen,Gesellschafter-Darlehen,Owner's Equity,,,No,,K0BP5,,,,,,,,,,
0897,Gesellschafter-Darlehen,Gesellschafter-Darlehen,Owner's Equity,,,No,,K0BP5,,,,,,,,,,
0898,Gesellschafter-Darlehen,Gesellschafter-Darlehen,Owner's Equity,,,No,,K0BP5,,,,,,,,,,
0899,Gesellschafter-Darlehen,Gesellschafter-Darlehen,Owner's Equity,,,No,,K0BP5,,,,,,,,,,
K0BP6,Teilhafter,Teilhafter,Owner's Equity,,,Yes,,K0BP,,,,,,,,,,
0900,Kommandit-Kapital,Kommandit-Kapital,Owner's Equity,,,No,,K0BP6,,,,,,,,,,
0901,Kommandit-Kapital,Kommandit-Kapital,Owner's Equity,,,No,,K0BP6,,,,,,,,,,
0902,Kommandit-Kapital,Kommandit-Kapital,Owner's Equity,,,No,,K0BP6,,,,,,,,,,
0903,Kommandit-Kapital,Kommandit-Kapital,Owner's Equity,,,No,,K0BP6,,,,,,,,,,
0904,Kommandit-Kapital,Kommandit-Kapital,Owner's Equity,,,No,,K0BP6,,,,,,,,,,
0905,Kommandit-Kapital,Kommandit-Kapital,Owner's Equity,,,No,,K0BP6,,,,,,,,,,
0906,Kommandit-Kapital,Kommandit-Kapital,Owner's Equity,,,No,,K0BP6,,,,,,,,,,
0907,Kommandit-Kapital,Kommandit-Kapital,Owner's Equity,,,No,,K0BP6,,,,,,,,,,
0908,Kommandit-Kapital,Kommandit-Kapital,Owner's Equity,,,No,,K0BP6,,,,,,,,,,
0909,Kommandit-Kapital,Kommandit-Kapital,Owner's Equity,,,No,,K0BP6,,,,,,,,,,
0910,Verlustausgleichskonto,Verlustausgleichskonto,Owner's Equity,,,No,,K0BP6,,,,,,,,,,
0911,Verlustausgleichskonto,Verlustausgleichskonto,Owner's Equity,,,No,,K0BP6,,,,,,,,,,
0912,Verlustausgleichskonto,Verlustausgleichskonto,Owner's Equity,,,No,,K0BP6,,,,,,,,,,
0913,Verlustausgleichskonto,Verlustausgleichskonto,Owner's Equity,,,No,,K0BP6,,,,,,,,,,
0914,Verlustausgleichskonto,Verlustausgleichskonto,Owner's Equity,,,No,,K0BP6,,,,,,,,,,
0915,Verlustausgleichskonto,Verlustausgleichskonto,Owner's Equity,,,No,,K0BP6,,,,,,,,,,
0916,Verlustausgleichskonto,Verlustausgleichskonto,Owner's Equity,,,No,,K0BP6,,,,,,,,,,
0917,Verlustausgleichskonto,Verlustausgleichskonto,Owner's Equity,,,No,,K0BP6,,,,,,,,,,
0918,Verlustausgleichskonto,Verlustausgleichskonto,Owner's Equity,,,No,,K0BP6,,,,,,,,,,
0919,Verlustausgleichskonto,Verlustausgleichskonto,Owner's Equity,,,No,,K0BP6,,,,,,,,,,
0920,Gesellschafter-Darlehen,Gesellschafter-Darlehen,Owner's Equity,,,No,,K0BP6,,,,,,,,,,
0921,Gesellschafter-Darlehen,Gesellschafter-Darlehen,Owner's Equity,,,No,,K0BP6,,,,,,,,,,
0922,Gesellschafter-Darlehen,Gesellschafter-Darlehen,Owner's Equity,,,No,,K0BP6,,,,,,,,,,
0923,Gesellschafter-Darlehen,Gesellschafter-Darlehen,Owner's Equity,,,No,,K0BP6,,,,,,,,,,
0924,Gesellschafter-Darlehen,Gesellschafter-Darlehen,Owner's Equity,,,No,,K0BP6,,,,,,,,,,
0925,Gesellschafter-Darlehen,Gesellschafter-Darlehen,Owner's Equity,,,No,,K0BP6,,,,,,,,,,
0926,Gesellschafter-Darlehen,Gesellschafter-Darlehen,Owner's Equity,,,No,,K0BP6,,,,,,,,,,
